simulation_id,scenario_id,replicate,n_snps,n_sample,p_pop_hybridisation,p_individual_hybrid_given_pop,p_individual_hybrid_unconditional,expected_n_hybrid,prob_sample_contains_at_least_one_hybrid_theory,pop_hybridisation_occurred,true_n_hybrid,true_n_nonhybrid,true_any_hybrid,detected_hybrid_n_by_q,detected_true_hybrid_n_by_q,false_positive_n_by_q,false_negative_n_by_q,detected_any_true_hybrid_by_q,any_false_positive_by_q,mean_q_trout_hat,min_q_trout_hat,max_q_trout_hat,class_counts
579,snps_10_sample_10_pop_1_ind_0.005,9,10,10,1,0.005,0.005,0.05,0.048889869534228136,TRUE,0,10,FALSE,0,0,0,0,FALSE,FALSE,0.7,0,1,nonhybrid_Salmon=3; nonhybrid_Trout=7
580,snps_10_sample_10_pop_1_ind_0.005,10,10,10,1,0.005,0.005,0.05,0.048889869534228136,TRUE,0,10,FALSE,0,0,0,0,FALSE,FALSE,0.5,0,1,nonhybrid_Salmon=5; nonhybrid_Trout=5
581,snps_10_sample_10_pop_1_ind_0.01,1,10,10,1,0.01,0.01,0.1,0.09561792499119559,TRUE,0,10,FALSE,0,0,0,0,FALSE,FALSE,0.4,0,1,nonhybrid_Salmon=6; nonhybrid_Trout=4
582,snps_10_sample_10_pop_1_ind_0.01,2,10,10,1,0.01,0.01,0.1,0.09561792499119559,TRUE,0,10,FALSE,0,0,0,0,FALSE,FALSE,0.3,0,1,nonhybrid_Salmon=7; nonhybrid_Trout=3
583,snps_10_sample_10_pop_1_ind_0.01,3,10,10,1,0.01,0.01,0.1,0.09561792499119559,TRUE,0,10,FALSE,0,0,0,0,FALSE,FALSE,0.4,0,1,nonhybrid_Salmon=6; nonhybrid_Trout=4
584,snps_10_sample_10_pop_1_ind_0.01,4,10,10,1,0.01,0.01,0.1,0.09561792499119559,TRUE,0,10,FALSE,0,0,0,0,FALSE,FALSE,0.6,0,1,nonhybrid_Salmon=4; nonhybrid_Trout=6
585,snps_10_sample_10_pop_1_ind_0.01,5,10,10,1,0.01,0.01,0.1,0.09561792499119559,TRUE,0,10,FALSE,0,0,0,0,FALSE,FALSE,0.5,0,1,nonhybrid_Salmon=5; nonhybrid_Trout=5
586,snps_10_sample_10_pop_1_ind_0.01,6,10,10,1,0.01,0.01,0.1,0.09561792499119559,TRUE,0,10,FALSE,0,0,0,0,FALSE,FALSE,0.4,0,1,nonhybrid_Salmon=6; nonhybrid_Trout=4
587,snps_10_sample_10_pop_1_ind_0.01,7,10,10,1,0.01,0.01,0.1,0.09561792499119559,TRUE,0,10,FALSE,0,0,0,0,FALSE,FALSE,0.4,0,1,nonhybrid_Salmon=6; nonhybrid_Trout=4
588,snps_10_sample_10_pop_1_ind_0.01,8,10,10,1,0.01,0.01,0.1,0.09561792499119559,TRUE,0,10,FALSE,0,0,0,0,FALSE,FALSE,0.5,0,1,nonhybrid_Salmon=5; nonhybrid_Trout=5
589,snps_10_sample_10_pop_1_ind_0.01,9,10,10,1,0.01,0.01,0.1,0.09561792499119559,TRUE,1,9,TRUE,1,1,0,0,TRUE,FALSE,0.45,0,1,F1=1; nonhybrid_Salmon=5; nonhybrid_Trout=4
590,snps_10_sample_10_pop_1_ind_0.01,10,10,10,1,0.01,0.01,0.1,0.09561792499119559,TRUE,0,10,FALSE,0,0,0,0,FALSE,FALSE,0.4,0,1,nonhybrid_Salmon=6; nonhybrid_Trout=4
591,snps_10_sample_10_pop_1_ind_0.025,1,10,10,1,0.025,0.025,0.25,0.22367037914356236,TRUE,0,10,FALSE,0,0,0,0,FALSE,FALSE,0.4,0,1,nonhybrid_Salmon=6; nonhybrid_Trout=4
592,snps_10_sample_10_pop_1_ind_0.025,2,10,10,1,0.025,0.025,0.25,0.22367037914356236,TRUE,0,10,FALSE,0,0,0,0,FALSE,FALSE,0.5,0,1,nonhybrid_Salmon=5; nonhybrid_Trout=5
593,snps_10_sample_10_pop_1_ind_0.025,3,10,10,1,0.025,0.025,0.25,0.22367037914356236,TRUE,0,10,FALSE,0,0,0,0,FALSE,FALSE,0.2,0,1,nonhybrid_Salmon=8; nonhybrid_Trout=2
594,snps_10_sample_10_pop_1_ind_0.025,4,10,10,1,0.025,0.025,0.25,0.22367037914356236,TRUE,0,10,FALSE,0,0,0,0,FALSE,FALSE,0.7,0,1,nonhybrid_Salmon=3; nonhybrid_Trout=7
595,snps_10_sample_10_pop_1_ind_0.025,5,10,10,1,0.025,0.025,0.25,0.22367037914356236,TRUE,0,10,FALSE,0,0,0,0,FALSE,FALSE,0.2,0,1,nonhybrid_Salmon=8; nonhybrid_Trout=2
596,snps_10_sample_10_pop_1_ind_0.025,6,10,10,1,0.025,0.025,0.25,0.22367037914356236,TRUE,0,10,FALSE,0,0,0,0,FALSE,FALSE,0.8,0,1,nonhybrid_Salmon=2; nonhybrid_Trout=8
597,snps_10_sample_10_pop_1_ind_0.025,7,10,10,1,0.025,0.025,0.25,0.22367037914356236,TRUE,0,10,FALSE,0,0,0,0,FALSE,FALSE,0.7,0,1,nonhybrid_Salmon=3; nonhybrid_Trout=7
598,snps_10_sample_10_pop_1_ind_0.025,8,10,10,1,0.025,0.025,0.25,0.22367037914356236,TRUE,0,10,FALSE,0,0,0,0,FALSE,FALSE,0.4,0,1,nonhybrid_Salmon=6; nonhybrid_Trout=4
599,snps_10_sample_10_pop_1_ind_0.025,9,10,10,1,0.025,0.025,0.25,0.22367037914356236,TRUE,0,10,FALSE,0,0,0,0,FALSE,FALSE,0.5,0,1,nonhybrid_Salmon=5; nonhybrid_Trout=5
600,snps_10_sample_10_pop_1_ind_0.025,10,10,10,1,0.025,0.025,0.25,0.22367037914356236,TRUE,1,9,TRUE,0,0,0,1,FALSE,FALSE,0.2,0,1,BC3_to_Salmon=1; nonhybrid_Salmon=7; nonhybrid_Trout=2
601,snps_10_sample_10_pop_1_ind_0.05,1,10,10,1,0.05,0.05,0.5,0.4012630607616213,TRUE,0,10,FALSE,0,0,0,0,FALSE,FALSE,0.4,0,1,nonhybrid_Salmon=6; nonhybrid_Trout=4
602,snps_10_sample_10_pop_1_ind_0.05,2,10,10,1,0.05,0.05,0.5,0.4012630607616213,TRUE,0,10,FALSE,0,0,0,0,FALSE,FALSE,0.4,0,1,nonhybrid_Salmon=6; nonhybrid_Trout=4
603,snps_10_sample_10_pop_1_ind_0.05,3,10,10,1,0.05,0.05,0.5,0.4012630607616213,TRUE,1,9,TRUE,1,1,0,0,TRUE,FALSE,0.48,0,1,BC1_to_Trout=1; nonhybrid_Salmon=5; nonhybrid_Trout=4
604,snps_10_sample_10_pop_1_ind_0.05,4,10,10,1,0.05,0.05,0.5,0.4012630607616213,TRUE,0,10,FALSE,0,0,0,0,FALSE,FALSE,0.6,0,1,nonhybrid_Salmon=4; nonhybrid_Trout=6
605,snps_10_sample_10_pop_1_ind_0.05,5,10,10,1,0.05,0.05,0.5,0.4012630607616213,TRUE,0,10,FALSE,0,0,0,0,FALSE,FALSE,0.4,0,1,nonhybrid_Salmon=6; nonhybrid_Trout=4
606,snps_10_sample_10_pop_1_ind_0.05,6,10,10,1,0.05,0.05,0.5,0.4012630607616213,TRUE,0,10,FALSE,0,0,0,0,FALSE,FALSE,0.6,0,1,nonhybrid_Salmon=4; nonhybrid_Trout=6
607,snps_10_sample_10_pop_1_ind_0.05,7,10,10,1,0.05,0.05,0.5,0.4012630607616213,TRUE,1,9,TRUE,0,0,0,1,FALSE,FALSE,0.5,0,1,BC3_to_Salmon=1; nonhybrid_Salmon=4; nonhybrid_Trout=5
608,snps_10_sample_10_pop_1_ind_0.05,8,10,10,1,0.05,0.05,0.5,0.4012630607616213,TRUE,1,9,TRUE,0,0,0,1,FALSE,FALSE,0.6,0,1,BC2_to_Salmon=1; nonhybrid_Salmon=3; nonhybrid_Trout=6
609,snps_10_sample_10_pop_1_ind_0.05,9,10,10,1,0.05,0.05,0.5,0.4012630607616213,TRUE,0,10,FALSE,0,0,0,0,FALSE,FALSE,0.3,0,1,nonhybrid_Salmon=7; nonhybrid_Trout=3
610,snps_10_sample_10_pop_1_ind_0.05,10,10,10,1,0.05,0.05,0.5,0.4012630607616213,TRUE,0,10,FALSE,0,0,0,0,FALSE,FALSE,0.7,0,1,nonhybrid_Salmon=3; nonhybrid_Trout=7
611,snps_10_sample_10_pop_1_ind_0.1,1,10,10,1,0.1,0.1,1,0.6513215599,TRUE,0,10,FALSE,0,0,0,0,FALSE,FALSE,0.7,0,1,nonhybrid_Salmon=3; nonhybrid_Trout=7
612,snps_10_sample_10_pop_1_ind_0.1,2,10,10,1,0.1,0.1,1,0.6513215599,TRUE,0,10,FALSE,0,0,0,0,FALSE,FALSE,0.5,0,1,nonhybrid_Salmon=5; nonhybrid_Trout=5
613,snps_10_sample_10_pop_1_ind_0.1,3,10,10,1,0.1,0.1,1,0.6513215599,TRUE,3,7,TRUE,2,2,0,1,TRUE,FALSE,0.5,0,1,BC1_to_Salmon=1; BC1_to_Trout=1; BC3_to_Salmon=1; nonhybrid_Salmon=3; nonhybrid_Trout=4
614,snps_10_sample_10_pop_1_ind_0.1,4,10,10,1,0.1,0.1,1,0.6513215599,TRUE,1,9,TRUE,1,1,0,0,TRUE,FALSE,0.42,0,1,BC2_to_Salmon=1; nonhybrid_Salmon=5; nonhybrid_Trout=4
615,snps_10_sample_10_pop_1_ind_0.1,5,10,10,1,0.1,0.1,1,0.6513215599,TRUE,2,8,TRUE,2,2,0,0,TRUE,FALSE,0.49,0,1,F2=2; nonhybrid_Salmon=4; nonhybrid_Trout=4
616,snps_10_sample_10_pop_1_ind_0.1,6,10,10,1,0.1,0.1,1,0.6513215599,TRUE,1,9,TRUE,1,1,0,0,TRUE,FALSE,0.37,0,1,F2=1; nonhybrid_Salmon=6; nonhybrid_Trout=3
617,snps_10_sample_10_pop_1_ind_0.1,7,10,10,1,0.1,0.1,1,0.6513215599,TRUE,1,9,TRUE,1,1,0,0,TRUE,FALSE,0.65,0,1,F2=1; nonhybrid_Salmon=3; nonhybrid_Trout=6
618,snps_10_sample_10_pop_1_ind_0.1,8,10,10,1,0.1,0.1,1,0.6513215599,TRUE,1,9,TRUE,1,1,0,0,TRUE,FALSE,0.51,0,1,BC3_to_Salmon=1; nonhybrid_Salmon=4; nonhybrid_Trout=5
619,snps_10_sample_10_pop_1_ind_0.1,9,10,10,1,0.1,0.1,1,0.6513215599,TRUE,1,9,TRUE,1,1,0,0,TRUE,FALSE,0.385,0,1,BC2_to_Trout=1; nonhybrid_Salmon=6; nonhybrid_Trout=3
620,snps_10_sample_10_pop_1_ind_0.1,10,10,10,1,0.1,0.1,1,0.6513215599,TRUE,1,9,TRUE,1,1,0,0,TRUE,FALSE,0.55,0,1,F1=1; nonhybrid_Salmon=4; nonhybrid_Trout=5
621,snps_10_sample_10_pop_1_ind_0.25,1,10,10,1,0.25,0.25,2.5,0.9436864852905273,TRUE,3,7,TRUE,2,2,0,1,TRUE,FALSE,0.71,0,1,BC1_to_Trout=1; BC3_to_Salmon=1; F2=1; nonhybrid_Salmon=1; nonhybrid_Trout=6
622,snps_10_sample_10_pop_1_ind_0.25,2,10,10,1,0.25,0.25,2.5,0.9436864852905273,TRUE,2,8,TRUE,1,1,0,1,TRUE,FALSE,0.27999999999999997,0,1,BC3_to_Trout=2; nonhybrid_Salmon=7; nonhybrid_Trout=1
623,snps_10_sample_10_pop_1_ind_0.25,3,10,10,1,0.25,0.25,2.5,0.9436864852905273,TRUE,3,7,TRUE,2,2,0,1,TRUE,FALSE,0.545,0,1,BC1_to_Salmon=1; BC2_to_Salmon=1; BC3_to_Salmon=1; nonhybrid_Salmon=2; nonhybrid_Trout=5
624,snps_10_sample_10_pop_1_ind_0.25,4,10,10,1,0.25,0.25,2.5,0.9436864852905273,TRUE,5,5,TRUE,5,5,0,0,TRUE,FALSE,0.825,0.2,1,BC1_to_Trout=3; BC2_to_Salmon=1; BC2_to_Trout=1; nonhybrid_Trout=5
625,snps_10_sample_10_pop_1_ind_0.25,5,10,10,1,0.25,0.25,2.5,0.9436864852905273,TRUE,4,6,TRUE,4,4,0,0,TRUE,FALSE,0.445,0,1,BC2_to_Trout=1; BC3_to_Trout=1; F1=1; F2=1; nonhybrid_Salmon=4; nonhybrid_Trout=2
626,snps_10_sample_10_pop_1_ind_0.25,6,10,10,1,0.25,0.25,2.5,0.9436864852905273,TRUE,4,6,TRUE,3,3,0,1,TRUE,FALSE,0.39999999999999997,0,1,BC1_to_Salmon=1; BC2_to_Salmon=1; BC2_to_Trout=1; F2=1; nonhybrid_Salmon=4; nonhybrid_Trout=2
627,snps_10_sample_10_pop_1_ind_0.25,7,10,10,1,0.25,0.25,2.5,0.9436864852905273,TRUE,1,9,TRUE,1,1,0,0,TRUE,FALSE,0.61,0,1,BC2_to_Salmon=1; nonhybrid_Salmon=3; nonhybrid_Trout=6
628,snps_10_sample_10_pop_1_ind_0.25,8,10,10,1,0.25,0.25,2.5,0.9436864852905273,TRUE,1,9,TRUE,1,1,0,0,TRUE,FALSE,0.49,0,1,BC3_to_Trout=1; nonhybrid_Salmon=5; nonhybrid_Trout=4
629,snps_10_sample_10_pop_1_ind_0.25,9,10,10,1,0.25,0.25,2.5,0.9436864852905273,TRUE,1,9,TRUE,1,1,0,0,TRUE,FALSE,0.52,0,1,BC2_to_Salmon=1; nonhybrid_Salmon=4; nonhybrid_Trout=5
630,snps_10_sample_10_pop_1_ind_0.25,10,10,10,1,0.25,0.25,2.5,0.9436864852905273,TRUE,2,8,TRUE,1,1,0,1,TRUE,FALSE,0.75,0,1,BC3_to_Trout=1; F2=1; nonhybrid_Salmon=2; nonhybrid_Trout=6
631,snps_10_sample_10_pop_1_ind_0.5,1,10,10,1,0.5,0.5,5,0.9990234375,TRUE,4,6,TRUE,4,4,0,0,TRUE,FALSE,0.45,0,1,BC1_to_Salmon=1; BC1_to_Trout=1; BC2_to_Trout=1; F2=1; nonhybrid_Salmon=4; nonhybrid_Trout=2
632,snps_10_sample_10_pop_1_ind_0.5,2,10,10,1,0.5,0.5,5,0.9990234375,TRUE,5,5,TRUE,5,5,0,0,TRUE,FALSE,0.75,0.1,1,BC3_to_Salmon=1; BC3_to_Trout=1; F1=1; F2=2; nonhybrid_Trout=5
633,snps_10_sample_10_pop_1_ind_0.5,3,10,10,1,0.5,0.5,5,0.9990234375,TRUE,8,2,TRUE,5,5,0,3,TRUE,FALSE,0.48,0.05,1,BC1_to_Salmon=2; BC1_to_Trout=1; BC2_to_Salmon=1; BC3_to_Salmon=2; BC3_to_Trout=1; F1=1; nonhybrid_Trout=2
634,snps_10_sample_10_pop_1_ind_0.5,4,10,10,1,0.5,0.5,5,0.9990234375,TRUE,4,6,TRUE,2,2,0,2,TRUE,FALSE,0.33,0,1,BC2_to_Salmon=1; BC2_to_Trout=1; BC3_to_Salmon=1; F1=1; nonhybrid_Salmon=4; nonhybrid_Trout=2
635,snps_10_sample_10_pop_1_ind_0.5,5,10,10,1,0.5,0.5,5,0.9990234375,TRUE,6,4,TRUE,4,4,0,2,TRUE,FALSE,0.595,0,1,BC1_to_Trout=1; BC2_to_Trout=1; BC3_to_Trout=1; F1=1; F2=2; nonhybrid_Salmon=2; nonhybrid_Trout=2
636,snps_10_sample_10_pop_1_ind_0.5,6,10,10,1,0.5,0.5,5,0.9990234375,TRUE,4,6,TRUE,2,2,0,2,TRUE,FALSE,0.46,0,1,BC3_to_Salmon=2; BC3_to_Trout=1; F1=1; nonhybrid_Salmon=3; nonhybrid_Trout=3
637,snps_10_sample_10_pop_1_ind_0.5,7,10,10,1,0.5,0.5,5,0.9990234375,TRUE,6,4,TRUE,5,5,0,1,TRUE,FALSE,0.395,0,1,BC1_to_Trout=1; BC2_to_Salmon=1; BC3_to_Salmon=2; F1=2; nonhybrid_Salmon=2; nonhybrid_Trout=2
638,snps_10_sample_10_pop_1_ind_0.5,8,10,10,1,0.5,0.5,5,0.9990234375,TRUE,4,6,TRUE,3,3,0,1,TRUE,FALSE,0.7,0,1,BC1_to_Trout=1; BC2_to_Trout=2; F2=1; nonhybrid_Salmon=2; nonhybrid_Trout=4
639,snps_10_sample_10_pop_1_ind_0.5,9,10,10,1,0.5,0.5,5,0.9990234375,TRUE,6,4,TRUE,5,5,0,1,TRUE,FALSE,0.595,0,1,BC1_to_Trout=2; BC3_to_Trout=1; F1=2; F2=1; nonhybrid_Salmon=2; nonhybrid_Trout=2
640,snps_10_sample_10_pop_1_ind_0.5,10,10,10,1,0.5,0.5,5,0.9990234375,TRUE,4,6,TRUE,2,2,0,2,TRUE,FALSE,0.435,0,1,BC1_to_Salmon=1; BC2_to_Salmon=1; BC3_to_Salmon=2; nonhybrid_Salmon=2; nonhybrid_Trout=4
641,snps_10_sample_10_pop_1_ind_0.75,1,10,10,1,0.75,0.75,7.5,0.9999990463256836,TRUE,8,2,TRUE,8,8,0,0,TRUE,FALSE,0.39,0,1,BC1_to_Salmon=2; BC1_to_Trout=1; BC2_to_Salmon=1; BC3_to_Salmon=1; F1=3; nonhybrid_Salmon=1; nonhybrid_Trout=1
642,snps_10_sample_10_pop_1_ind_0.75,2,10,10,1,0.75,0.75,7.5,0.9999990463256836,TRUE,9,1,TRUE,7,7,0,2,TRUE,FALSE,0.16,0,0.5,BC1_to_Salmon=1; BC2_to_Salmon=6; BC3_to_Salmon=1; F1=1; nonhybrid_Salmon=1
643,snps_10_sample_10_pop_1_ind_0.75,3,10,10,1,0.75,0.75,7.5,0.9999990463256836,TRUE,6,4,TRUE,6,6,0,0,TRUE,FALSE,0.54,0,1,BC1_to_Salmon=2; BC1_to_Trout=1; BC2_to_Trout=1; F2=2; nonhybrid_Salmon=2; nonhybrid_Trout=2
644,snps_10_sample_10_pop_1_ind_0.75,4,10,10,1,0.75,0.75,7.5,0.9999990463256836,TRUE,7,3,TRUE,6,6,0,1,TRUE,FALSE,0.44,0,1,BC1_to_Salmon=1; BC1_to_Trout=1; BC2_to_Salmon=1; BC2_to_Trout=2; BC3_to_Salmon=1; F2=1; nonhybrid_Salmon=2; nonhybrid_Trout=1
645,snps_10_sample_10_pop_1_ind_0.75,5,10,10,1,0.75,0.75,7.5,0.9999990463256836,TRUE,7,3,TRUE,6,6,0,1,TRUE,FALSE,0.535,0,1,BC1_to_Trout=2; BC2_to_Salmon=1; BC2_to_Trout=2; BC3_to_Trout=1; F2=1; nonhybrid_Salmon=2; nonhybrid_Trout=1
646,snps_10_sample_10_pop_1_ind_0.75,6,10,10,1,0.75,0.75,7.5,0.9999990463256836,TRUE,5,5,TRUE,4,4,0,1,TRUE,FALSE,0.5700000000000001,0,1,BC2_to_Salmon=1; BC2_to_Trout=2; BC3_to_Trout=2; nonhybrid_Salmon=3; nonhybrid_Trout=2
647,snps_10_sample_10_pop_1_ind_0.75,7,10,10,1,0.75,0.75,7.5,0.9999990463256836,TRUE,8,2,TRUE,6,6,0,2,TRUE,FALSE,0.705,0,1,BC1_to_Trout=2; BC2_to_Salmon=1; BC2_to_Trout=2; BC3_to_Trout=2; F1=1; nonhybrid_Salmon=1; nonhybrid_Trout=1
648,snps_10_sample_10_pop_1_ind_0.75,8,10,10,1,0.75,0.75,7.5,0.9999990463256836,TRUE,7,3,TRUE,6,6,0,1,TRUE,FALSE,0.33999999999999997,0,0.95,BC1_to_Salmon=2; BC3_to_Salmon=1; BC3_to_Trout=2; F1=2; nonhybrid_Salmon=3
649,snps_10_sample_10_pop_1_ind_0.75,9,10,10,1,0.75,0.75,7.5,0.9999990463256836,TRUE,9,1,TRUE,7,7,0,2,TRUE,FALSE,0.225,0,0.5,BC1_to_Salmon=1; BC2_to_Salmon=4; BC3_to_Salmon=1; F1=2; F2=1; nonhybrid_Salmon=1
650,snps_10_sample_10_pop_1_ind_0.75,10,10,10,1,0.75,0.75,7.5,0.9999990463256836,TRUE,6,4,TRUE,5,5,0,1,TRUE,FALSE,0.6,0,1,BC1_to_Trout=1; BC2_to_Trout=2; F1=2; F2=1; nonhybrid_Salmon=2; nonhybrid_Trout=2
651,snps_10_sample_10_pop_1_ind_1,1,10,10,1,1,1,10,1,TRUE,10,0,TRUE,7,7,0,3,TRUE,FALSE,0.495,0.05,1,BC1_to_Salmon=2; BC2_to_Salmon=3; BC2_to_Trout=2; BC3_to_Trout=2; F1=1
652,snps_10_sample_10_pop_1_ind_1,2,10,10,1,1,1,10,1,TRUE,10,0,TRUE,8,8,0,2,TRUE,FALSE,0.365,0,0.9,BC1_to_Salmon=3; BC2_to_Salmon=2; BC3_to_Salmon=1; BC3_to_Trout=2; F1=1; F2=1
653,snps_10_sample_10_pop_1_ind_1,3,10,10,1,1,1,10,1,TRUE,10,0,TRUE,5,5,0,5,TRUE,FALSE,0.45,0,0.95,BC1_to_Trout=2; BC2_to_Salmon=2; BC2_to_Trout=1; BC3_to_Salmon=2; BC3_to_Trout=1; F1=2
654,snps_10_sample_10_pop_1_ind_1,4,10,10,1,1,1,10,1,TRUE,10,0,TRUE,10,10,0,0,TRUE,FALSE,0.525,0.1,0.8,BC1_to_Salmon=1; BC1_to_Trout=1; BC2_to_Salmon=1; BC2_to_Trout=3; BC3_to_Salmon=1; F1=1; F2=2
655,snps_10_sample_10_pop_1_ind_1,5,10,10,1,1,1,10,1,TRUE,10,0,TRUE,7,7,0,3,TRUE,FALSE,0.47,0.05,0.95,BC1_to_Trout=1; BC2_to_Salmon=2; BC3_to_Salmon=2; BC3_to_Trout=2; F1=2; F2=1
656,snps_10_sample_10_pop_1_ind_1,6,10,10,1,1,1,10,1,TRUE,10,0,TRUE,6,6,0,4,TRUE,FALSE,0.325,0,0.95,BC1_to_Trout=1; BC2_to_Salmon=2; BC2_to_Trout=1; BC3_to_Salmon=4; F2=2
657,snps_10_sample_10_pop_1_ind_1,7,10,10,1,1,1,10,1,TRUE,10,0,TRUE,8,8,0,2,TRUE,FALSE,0.765,0.1,1,BC1_to_Trout=2; BC2_to_Trout=1; BC3_to_Salmon=1; BC3_to_Trout=5; F2=1
658,snps_10_sample_10_pop_1_ind_1,8,10,10,1,1,1,10,1,TRUE,10,0,TRUE,8,8,0,2,TRUE,FALSE,0.44,0,1,BC1_to_Salmon=2; BC1_to_Trout=3; BC2_to_Salmon=1; BC3_to_Salmon=2; BC3_to_Trout=1; F1=1
659,snps_10_sample_10_pop_1_ind_1,9,10,10,1,1,1,10,1,TRUE,10,0,TRUE,9,9,0,1,TRUE,FALSE,0.51,0.05,0.9,BC1_to_Salmon=2; BC1_to_Trout=1; BC2_to_Salmon=1; BC2_to_Trout=1; F1=2; F2=3
660,snps_10_sample_10_pop_1_ind_1,10,10,10,1,1,1,10,1,TRUE,10,0,TRUE,7,7,0,3,TRUE,FALSE,0.42,0,0.95,BC1_to_Salmon=1; BC2_to_Salmon=1; BC2_to_Trout=1; BC3_to_Salmon=2; BC3_to_Trout=2; F1=1; F2=2
661,snps_10_sample_20_pop_1_ind_0,1,10,20,1,0,0,0,0,TRUE,0,20,FALSE,0,0,0,0,FALSE,FALSE,0.35,0,1,nonhybrid_Salmon=13; nonhybrid_Trout=7
662,snps_10_sample_20_pop_1_ind_0,2,10,20,1,0,0,0,0,TRUE,0,20,FALSE,0,0,0,0,FALSE,FALSE,0.4,0,1,nonhybrid_Salmon=12; nonhybrid_Trout=8
663,snps_10_sample_20_pop_1_ind_0,3,10,20,1,0,0,0,0,TRUE,0,20,FALSE,0,0,0,0,FALSE,FALSE,0.55,0,1,nonhybrid_Salmon=9; nonhybrid_Trout=11
664,snps_10_sample_20_pop_1_ind_0,4,10,20,1,0,0,0,0,TRUE,0,20,FALSE,0,0,0,0,FALSE,FALSE,0.55,0,1,nonhybrid_Salmon=9; nonhybrid_Trout=11
665,snps_10_sample_20_pop_1_ind_0,5,10,20,1,0,0,0,0,TRUE,0,20,FALSE,0,0,0,0,FALSE,FALSE,0.6,0,1,nonhybrid_Salmon=8; nonhybrid_Trout=12
666,snps_10_sample_20_pop_1_ind_0,6,10,20,1,0,0,0,0,TRUE,0,20,FALSE,0,0,0,0,FALSE,FALSE,0.4,0,1,nonhybrid_Salmon=12; nonhybrid_Trout=8
667,snps_10_sample_20_pop_1_ind_0,7,10,20,1,0,0,0,0,TRUE,0,20,FALSE,0,0,0,0,FALSE,FALSE,0.5,0,1,nonhybrid_Salmon=10; nonhybrid_Trout=10
668,snps_10_sample_20_pop_1_ind_0,8,10,20,1,0,0,0,0,TRUE,0,20,FALSE,0,0,0,0,FALSE,FALSE,0.6,0,1,nonhybrid_Salmon=8; nonhybrid_Trout=12
669,snps_10_sample_20_pop_1_ind_0,9,10,20,1,0,0,0,0,TRUE,0,20,FALSE,0,0,0,0,FALSE,FALSE,0.8,0,1,nonhybrid_Salmon=4; nonhybrid_Trout=16
670,snps_10_sample_20_pop_1_ind_0,10,10,20,1,0,0,0,0,TRUE,0,20,FALSE,0,0,0,0,FALSE,FALSE,0.35,0,1,nonhybrid_Salmon=13; nonhybrid_Trout=7
671,snps_10_sample_20_pop_1_ind_0.001,1,10,20,1,0.001,0.001,0.02,0.01981113517046529,TRUE,0,20,FALSE,0,0,0,0,FALSE,FALSE,0.65,0,1,nonhybrid_Salmon=7; nonhybrid_Trout=13
672,snps_10_sample_20_pop_1_ind_0.001,2,10,20,1,0.001,0.001,0.02,0.01981113517046529,TRUE,0,20,FALSE,0,0,0,0,FALSE,FALSE,0.6,0,1,nonhybrid_Salmon=8; nonhybrid_Trout=12
673,snps_10_sample_20_pop_1_ind_0.001,3,10,20,1,0.001,0.001,0.02,0.01981113517046529,TRUE,0,20,FALSE,0,0,0,0,FALSE,FALSE,0.55,0,1,nonhybrid_Salmon=9; nonhybrid_Trout=11
674,snps_10_sample_20_pop_1_ind_0.001,4,10,20,1,0.001,0.001,0.02,0.01981113517046529,TRUE,0,20,FALSE,0,0,0,0,FALSE,FALSE,0.45,0,1,nonhybrid_Salmon=11; nonhybrid_Trout=9
675,snps_10_sample_20_pop_1_ind_0.001,5,10,20,1,0.001,0.001,0.02,0.01981113517046529,TRUE,0,20,FALSE,0,0,0,0,FALSE,FALSE,0.7,0,1,nonhybrid_Salmon=6; nonhybrid_Trout=14
676,snps_10_sample_20_pop_1_ind_0.001,6,10,20,1,0.001,0.001,0.02,0.01981113517046529,TRUE,0,20,FALSE,0,0,0,0,FALSE,FALSE,0.45,0,1,nonhybrid_Salmon=11; nonhybrid_Trout=9
677,snps_10_sample_20_pop_1_ind_0.001,7,10,20,1,0.001,0.001,0.02,0.01981113517046529,TRUE,0,20,FALSE,0,0,0,0,FALSE,FALSE,0.55,0,1,nonhybrid_Salmon=9; nonhybrid_Trout=11
678,snps_10_sample_20_pop_1_ind_0.001,8,10,20,1,0.001,0.001,0.02,0.01981113517046529,TRUE,0,20,FALSE,0,0,0,0,FALSE,FALSE,0.4,0,1,nonhybrid_Salmon=12; nonhybrid_Trout=8
679,snps_10_sample_20_pop_1_ind_0.001,9,10,20,1,0.001,0.001,0.02,0.01981113517046529,TRUE,0,20,FALSE,0,0,0,0,FALSE,FALSE,0.5,0,1,nonhybrid_Salmon=10; nonhybrid_Trout=10
680,snps_10_sample_20_pop_1_ind_0.001,10,10,20,1,0.001,0.001,0.02,0.01981113517046529,TRUE,0,20,FALSE,0,0,0,0,FALSE,FALSE,0.55,0,1,nonhybrid_Salmon=9; nonhybrid_Trout=11
681,snps_10_sample_20_pop_1_ind_0.005,1,10,20,1,0.005,0.005,0.1,0.09538951972538245,TRUE,0,20,FALSE,0,0,0,0,FALSE,FALSE,0.5,0,1,nonhybrid_Salmon=10; nonhybrid_Trout=10
682,snps_10_sample_20_pop_1_ind_0.005,2,10,20,1,0.005,0.005,0.1,0.09538951972538245,TRUE,0,20,FALSE,0,0,0,0,FALSE,FALSE,0.4,0,1,nonhybrid_Salmon=12; nonhybrid_Trout=8
